knowledge_profile_id,raw_disease,disease,raw_hindi_name,hindi_name,raw_marathi_name,marathi_name,raw_symptoms,symptoms,raw_diagnosis_and_tests,diagnosis_and_tests,raw_symptom_severity,symptom_severity,raw_duration_of_treatment,duration_of_treatment,raw_medical_history,medical_history,raw_current_medications,current_medications,raw_risk_factors,risk_factors,raw_environmental_factors,environmental_factors,raw_sleep_patterns,sleep_patterns,raw_stress_levels,stress_levels,raw_physical_activity_levels,physical_activity_levels,raw_family_history,family_history,raw_dietary_habits,dietary_habits,raw_allergies_food_env,allergies_food_env,raw_seasonal_variation,seasonal_variation,raw_age_group,age_group,raw_gender,gender,raw_occupation_and_lifestyle,occupation_and_lifestyle,raw_cultural_preferences,cultural_preferences,raw_herbal_alternative_remedies,herbal_alternative_remedies,raw_ayurvedic_herbs,ayurvedic_herbs,raw_formulation,formulation,raw_doshas,doshas,raw_constitution_prakriti,constitution_prakriti,raw_diet_and_lifestyle_recommendations,diet_and_lifestyle_recommendations,raw_yoga_and_physical_therapy,yoga_and_physical_therapy,raw_medical_intervention,medical_intervention,raw_prevention,prevention,raw_prognosis,prognosis,raw_complications,complications,raw_patient_recommendations,patient_recommendations,normalized_disease,symptom_tokens,symptom_token_count,dosha_vata,dosha_pitta,dosha_kapha,placeholder_missing_columns
kp_0329,Kidney Cancer,Kidney Cancer,गुर्दे का कैंसर,गुर्दे का कैंसर,किडनी कॅन्सर,किडनी कॅन्सर,"Back pain, blood in urine, weight loss, fatigue","Back pain, blood in urine, weight loss, fatigue","Blood Tests, CT Scan, Biopsy","Blood Tests, CT Scan, Biopsy",Severe,severe,6-12 months,6-12 months,"Smoking, Obesity, Chronic kidney disease","Smoking, Obesity, Chronic kidney disease","Surgery, Chemotherapy, Radiation","Surgery, Chemotherapy, Radiation","Smoking, Family History, Obesity","Smoking, Family History, Obesity","Smoking, High blood pressure","Smoking, High blood pressure",Irregular sleep,irregular sleep,High stress,high stress,Low,low,Family history of kidney cancer,Family history of kidney cancer,"Low-fat, High-protein diet","Low-fat, High-protein diet",None,,All seasons,all seasons,Adults,adults,Both genders,all genders,Requires kidney monitoring,Requires kidney monitoring,Avoids carcinogens,Avoids carcinogens,None specific,None specific,None specific,None specific,"Dandelion root (1 tsp), Turmeric (1/2 tsp), Warm water (200ml)","Dandelion root (1 tsp), Turmeric (1/ 2 tsp), Warm water (200ml)",Pitta,Pitta,Kapha-Vata,Kapha-Vata,"Focus on detoxification, avoid processed foods, increase hydration.","Focus on detoxification, avoid processed foods, increase hydration.",None specific,None specific,"Surgery, Chemotherapy, Radiation","Surgery, Chemotherapy, Radiation","Healthy Diet, Regular Exercise","Healthy Diet, Regular Exercise",Can Be Managed with Treatment,Can Be Managed with Treatment,"Spread to Other Organs, Kidney Failure","Spread to Other Organs, Kidney Failure","Regular Monitoring, Lifestyle Changes","Regular Monitoring, Lifestyle Changes",kidney cancer,"[""back pain"", ""blood in urine"", ""weight loss"", ""fatigue""]",4,0,1,0,"[""allergies_food_env""]"
kp_0330,Leprosy,Leprosy,कुष्ठ रोग,कुष्ठ रोग,कुष्ठरोग,कुष्ठरोग,"Skin lesions, nerve damage, numbness, muscle weakness","Skin lesions, nerve damage, numbness, muscle weakness","Skin Biopsy, Blood Tests","Skin Biopsy, Blood Tests",Moderate to Severe,moderate to severe,6-12 months,6-12 months,"Contact with infected person, Poor hygiene","Contact with infected person, Poor hygiene","Antibiotics (e.g., Rifampicin)","Antibiotics (e.g., Rifampicin)",Contact with Infected Individuals,Contact with Infected Individuals,"Poor hygiene, Close contact with others","Poor hygiene, Close contact with others",Irregular sleep,irregular sleep,High stress,high stress,Low,low,Family history of leprosy,Family history of leprosy,"Balanced, High-protein diet","Balanced, High-protein diet",None,,All seasons,all seasons,Adults,adults,Both genders,all genders,Requires regular monitoring,Requires regular monitoring,Avoids crowded places,Avoids crowded places,None specific,None specific,None specific,None specific,"Neem leaves (5-6), Turmeric (1/2 tsp), Warm water (200ml)","Neem leaves (5-6), Turmeric (1/ 2 tsp), Warm water (200ml)",Pitta,Pitta,Pitta-Kapha,Pitta-Kapha,"Maintain hygiene, consume immune-boosting foods, avoid stress.","Maintain hygiene, consume immune-boosting foods, avoid stress.",None specific,None specific,Antibiotics,Antibiotics,"Good Hygiene, Avoid Contact","Good Hygiene, Avoid Contact",Can Be Managed with Medication,Can Be Managed with Medication,"Nerve Damage, Deformities","Nerve Damage, Deformities","Good Hygiene, Regular Monitoring","Good Hygiene, Regular Monitoring",leprosy,"[""skin lesions"", ""nerve damage"", ""numbness"", ""muscle weakness""]",4,0,1,0,"[""allergies_food_env""]"
kp_0331,Leukemia,Leukemia,ल्यूकेमिया,ल्यूकेमिया,ल्यूकेमिया,ल्यूकेमिया,"Fatigue, fever, weight loss, easy bruising, frequent infections","Fatigue, fever, weight loss, easy bruising, frequent infections","Blood Tests, Bone Marrow Biopsy","Blood Tests, Bone Marrow Biopsy",Severe,severe,Lifelong,Lifelong,"Genetic, Environmental exposure (e.g., chemicals)","Genetic, Environmental exposure (e.g., chemicals)","Chemotherapy, Bone marrow transplant","Chemotherapy, Bone marrow transplant","Genetics, Chemical Exposure","Genetics, Chemical Exposure","Exposure to carcinogens, Radiation","Exposure to carcinogens, Radiation",Irregular sleep,irregular sleep,High stress,high stress,Low,low,Family history of leukemia,Family history of leukemia,"Low-sugar, High-nutrient diet","Low-sugar, High-nutrient diet",None,,All seasons,all seasons,"Adults, Children","adults, children",Both genders,all genders,Requires medical care,Requires medical care,Avoids toxins,Avoids toxins,None specific,None specific,None specific,None specific,"Ashwagandha (5g), Turmeric (1/2 tsp), Warm water (200ml)","Ashwagandha (5g), Turmeric (1/ 2 tsp), Warm water (200ml)",Pitta,Pitta,Vata-Kapha,Vata-Kapha,"Include nutrient-dense foods and antioxidants, reduce stress levels.","Include nutrient-dense foods and antioxidants, reduce stress levels.",None specific,None specific,"Chemotherapy, Bone Marrow Transplant","Chemotherapy, Bone Marrow Transplant","Regular Monitoring, Healthy Lifestyle","Regular Monitoring, Healthy Lifestyle",Can Be Managed with Treatment,Can Be Managed with Treatment,"Infection, Bleeding","Infection, Bleeding","Regular Monitoring, Blood Transfusions","Regular Monitoring, Blood Transfusions",leukemia,"[""fatigue"", ""fever"", ""weight loss"", ""easy bruising"", ""frequent infections""]",5,0,1,0,"[""allergies_food_env""]"
kp_0332,Lymphoma,Lymphoma,लिंफोमा,लिंफोमा,लिंफोमा,लिंफोमा,"Swollen lymph nodes, fever, night sweats, weight loss","Swollen lymph nodes, fever, night sweats, weight loss","Blood Tests, Lymph Node Biopsy","Blood Tests, Lymph Node Biopsy",Severe,severe,Lifelong,Lifelong,"Weakened immune system, Viral infections","Weakened immune system, Viral infections","Chemotherapy, Immunotherapy","Chemotherapy, Immunotherapy","Weakened Immune System, Genetics","Weakened Immune System, Genetics","Exposure to viruses (e.g., Epstein-Barr)","Exposure to viruses (e.g., Epstein-Barr)",Irregular sleep,irregular sleep,High stress,high stress,Low,low,Family history of lymphoma,Family history of lymphoma,"Low-fat, Anti-inflammatory diet","Low-fat, Anti-inflammatory diet",None,,All seasons,all seasons,Adults,adults,Both genders,all genders,Requires ongoing treatment,Requires ongoing treatment,Avoids infections,Avoids infections,None specific,None specific,None specific,None specific,"Ginger (2g), Turmeric (1/2 tsp), Warm water (200ml)","Ginger (2g), Turmeric (1/ 2 tsp), Warm water (200ml)",Pitta,Pitta,Vata-Kapha,Vata-Kapha,"Eat an anti-inflammatory diet, exercise moderately, avoid stress.","Eat an anti-inflammatory diet, exercise moderately, avoid stress.",None specific,None specific,"Chemotherapy, Radiation Therapy","Chemotherapy, Radiation Therapy","Early Diagnosis, Healthy Lifestyle","Early Diagnosis, Healthy Lifestyle",Can Be Managed with Treatment,Can Be Managed with Treatment,"Infection, Organ Damage","Infection, Organ Damage","Regular Monitoring, Healthy Diet","Regular Monitoring, Healthy Diet",lymphoma,"[""swollen lymph nodes"", ""fever"", ""night sweats"", ""weight loss""]",4,0,1,0,"[""allergies_food_env""]"
kp_0333,Malaria,Malaria,मलेरिया,मलेरिया,मलेरिया,मलेरिया,"Fever, chills, sweats, headache, muscle pain","Fever, chills, sweats, headache, muscle pain","Blood Smear, Rapid Diagnostic Test","Blood Smear, Rapid Diagnostic Test",Moderate to Severe,moderate to severe,1-2 weeks,1-2 weeks,Exposure to infected mosquitoes,Exposure to infected mosquitoes,Antimalarial drugs,Antimalarial drugs,"Mosquito Bites, Travel to Endemic Areas","Mosquito Bites, Travel to Endemic Areas","Tropical regions, Poor sanitation","Tropical regions, Poor sanitation",Irregular sleep,irregular sleep,Moderate stress,moderate stress,Low,low,Family history of malaria,Family history of malaria,"Low-sugar, High-carb diet","Low-sugar, High-carb diet",None,,Rainy season,rainy season,All age groups,all age groups,Both genders,all genders,Avoids mosquito-prone areas,Avoids mosquito-prone areas,Requires mosquito protection,Requires mosquito protection,"Herbal Remedies, Neem","Herbal Remedies, Neem",None specific,None specific,"Neem leaves (5-6), Turmeric (1/2 tsp), Warm water (200ml)","Neem leaves (5-6), Turmeric (1/ 2 tsp), Warm water (200ml)",Pitta,Pitta,Kapha-Pitta,Kapha-Pitta,"Avoid mosquito exposure, stay hydrated, maintain a balanced diet.","Avoid mosquito exposure, stay hydrated, maintain a balanced diet.",None specific,None specific,Antimalarial Medications,Antimalarial Medications,"Mosquito Nets, Antimalarial Drugs","Mosquito Nets, Antimalarial Drugs",Can Be Managed with Medication,Can Be Managed with Medication,"Organ Damage, Death","Organ Damage, Death","Use Mosquito Nets, Take Antimalarial Drugs","Use Mosquito Nets, Take Antimalarial Drugs",malaria,"[""fever"", ""chills"", ""sweats"", ""headache"", ""muscle pain""]",5,0,1,0,"[""allergies_food_env""]"
kp_0334,Measles,Measles,खसरा,खसरा,खसरा,खसरा,"Fever, cough, rash, sore throat, red eyes","Fever, cough, rash, sore throat, red eyes","Physical Exam, Blood Tests","Physical Exam, Blood Tests",Severe,severe,2-3 weeks,2-3 weeks,"Lack of vaccination, Close contact","Lack of vaccination, Close contact","Antipyretics, Vitamin A","Antipyretics, Vitamin A",Unvaccinated Children,Unvaccinated Children,"Crowded places, Poor hygiene","Crowded places, Poor hygiene",Irregular sleep,irregular sleep,High stress,high stress,Low,low,Family history of measles,Family history of measles,"Balanced, Vitamin-rich diet","Balanced, Vitamin-rich diet",None,,"Winter, Early spring","winter, early spring",Children,children,Both genders,all genders,Requires vaccination,Requires vaccination,Avoids crowded places,Avoids crowded places,None specific,None specific,None specific,None specific,"Turmeric (1/2 tsp), Ginger (2g), Warm water (200ml)","Turmeric (1/ 2 tsp), Ginger (2g), Warm water (200ml)",Pitta,Pitta,Pitta-Kapha,Pitta-Kapha,"Keep hydrated, avoid scratchy or oily foods, and maintain good hygiene.","Keep hydrated, avoid scratchy or oily foods, and maintain good hygiene.",None specific,None specific,"Vaccination, Supportive Care","Vaccination, Supportive Care","Vaccination, Avoid Contact","Vaccination, Avoid Contact",Can Be Prevented with Vaccination,Can Be Prevented with Vaccination,"Pneumonia, Encephalitis","Pneumonia, Encephalitis","Vaccination, Isolation during Illness","Vaccination, Isolation during Illness",measles,"[""fever"", ""cough"", ""rash"", ""sore throat"", ""red eyes""]",5,0,1,0,"[""allergies_food_env""]"
kp_0335,Multiple Sclerosis,Multiple Sclerosis,मल्टीपल स्क्लेरोसिस,मल्टीपल स्क्लेरोसिस,मल्टीपल स्क्लेरोसिस,मल्टीपल स्क्लेरोसिस,"Muscle weakness, coordination problems, vision issues","Muscle weakness, coordination problems, vision issues","MRI, Lumbar Puncture, Blood Tests","MRI, Lumbar Puncture, Blood Tests",Severe,severe,Lifelong,Lifelong,"Genetic, Autoimmune response","Genetic, Autoimmune response",Disease-modifying drugs,Disease-modifying drugs,"Genetics, Environmental Factors","Genetics, Environmental Factors","Stress, Cold weather","Stress, Cold weather",Irregular sleep,irregular sleep,High stress,high stress,Low,low,Family history of MS,Family history of MS,"Balanced, Omega-3 rich diet","Balanced, Omega-3 rich diet",None,,All seasons,all seasons,Adults,adults,Both genders,all genders,Requires physical therapy,Requires physical therapy,Avoids cold environments,Avoids cold environments,None specific,None specific,None specific,None specific,"Brahmi (2g), Ashwagandha (5g), Warm water (200ml)","Brahmi (2g), Ashwagandha (5g), Warm water (200ml)",Vata,Vata,Vata-Pitta,Vata-Pitta,"Consume anti-inflammatory foods, practice stress-relieving activities.","Consume anti-inflammatory foods, practice stress-relieving activities.",None specific,None specific,Disease Modifying Therapies (DMT),Disease Modifying Therapies (DMT),"Early Diagnosis, Healthy Lifestyle","Early Diagnosis, Healthy Lifestyle",Can Be Managed with Medication,Can Be Managed with Medication,"Disability, Infections","Disability, Infections","Regular Monitoring, Supportive Care","Regular Monitoring, Supportive Care",multiple sclerosis,"[""muscle weakness"", ""coordination problems"", ""vision issues""]",3,1,0,0,"[""allergies_food_env""]"
kp_0336,Parkinson's Disease,Parkinson's Disease,पार्किंसन्स रोग,पार्किंसन्स रोग,पार्किंसन्स रोग,पार्किंसन्स रोग,"Tremors, stiffness, slow movement, balance problems","Tremors, stiffness, slow movement, balance problems","Physical Exam, MRI, Blood Tests","Physical Exam, MRI, Blood Tests",Severe,severe,Lifelong,Lifelong,"Age, Genetic factors, Brain injury","Age, Genetic factors, Brain injury","Dopaminergic drugs, Surgery","Dopaminergic drugs, Surgery","Age, Genetics, Toxins","Age, Genetics, Toxins","Exposure to toxins, Genetic factors","Exposure to toxins, Genetic factors",Irregular sleep,irregular sleep,Moderate stress,moderate stress,Low,low,Family history of Parkinson's,Family history of Parkinson's,"High-fiber, Antioxidant-rich diet","High-fiber, Antioxidant-rich diet",None,,All seasons,all seasons,Adults,adults,Both genders,all genders,Requires regular monitoring,Requires regular monitoring,Avoids stress,Avoids stress,None specific,None specific,None specific,None specific,"Ashwagandha (5g), Turmeric (1/2 tsp), Warm water (200ml)","Ashwagandha (5g), Turmeric (1/ 2 tsp), Warm water (200ml)","Vata, Pitta","Vata, Pitta",Vata-Kapha,Vata-Kapha,"Include brain-supporting foods like walnuts, avoid processed foods.","Include brain-supporting foods like walnuts, avoid processed foods.","Physical Therapy, Exercise","Physical Therapy, Exercise","Medications, Surgery","Medications, Surgery","Early Diagnosis, Regular Monitoring","Early Diagnosis, Regular Monitoring",Can Be Managed with Medication,Can Be Managed with Medication,"Dementia, Movement Issues","Dementia, Movement Issues","Regular Exercise, Medications","Regular Exercise, Medications",parkinson s disease,"[""tremors"", ""stiffness"", ""slow movement"", ""balance problems""]",4,1,1,0,"[""allergies_food_env""]"
kp_0337,Pneumocystis Pneumonia,Pneumocystis Pneumonia,न्युमोसायटिस न्यूमोनिया,न्युमोसायटिस न्यूमोनिया,न्यूमोनोकिस्ट न्यूमोनिया,न्यूमोनोकिस्ट न्यूमोनिया,"Cough, difficulty breathing, fever, chest pain","Cough, difficulty breathing, fever, chest pain","Chest X-ray, Blood Tests, Sputum Culture","Chest X-ray, Blood Tests, Sputum Culture",Severe,severe,2-4 weeks,2-4 weeks,"Weakened immune system, HIV/AIDS","Weakened immune system, HIV/ AIDS",Antimicrobial drugs,Antimicrobial drugs,"HIV/AIDS, Weakened Immune System","HIV/ AIDS, Weakened Immune System","Immunocompromised, Environmental factors","Immunocompromised, Environmental factors",Irregular sleep,irregular sleep,High stress,high stress,Low,low,Family history of pneumonia,Family history of pneumonia,"Low-sugar, Protein-rich diet","Low-sugar, Protein-rich diet",None,,All seasons,all seasons,Adults,adults,Both genders,all genders,Requires immune support,Requires immune support,Avoids infections,Avoids infections,None specific,None specific,None specific,None specific,"Garlic (2 cloves), Ginger (2g), Warm water (200ml)","Garlic (2 cloves), Ginger (2g), Warm water (200ml)",Pitta,Pitta,Vata-Kapha,Vata-Kapha,"Avoid cold and damp environments, boost immunity with vitamin C.","Avoid cold and damp environments, boost immunity with vitamin C.",None specific,None specific,"Antibiotics, Oxygen Therapy","Antibiotics, Oxygen Therapy","Early Diagnosis, HIV Prevention","Early Diagnosis, HIV Prevention",Can Be Managed with Medication,Can Be Managed with Medication,"Respiratory Failure, Infections","Respiratory Failure, Infections","Early Diagnosis, Treat HIV/AIDS","Early Diagnosis, Treat HIV/ AIDS",pneumocystis pneumonia,"[""cough"", ""difficulty breathing"", ""fever"", ""chest pain""]",4,0,1,0,"[""allergies_food_env""]"
kp_0338,Prostate Cancer,Prostate Cancer,प्रोस्टेट कैंसर,प्रोस्टेट कैंसर,प्रोस्टेट कॅन्सर,प्रोस्टेट कॅन्सर,"Painful urination, blood in urine, pelvic pain","Painful urination, blood in urine, pelvic pain","Blood Tests, Prostate Biopsy","Blood Tests, Prostate Biopsy",Severe,severe,6-12 months,6-12 months,"Age, Family history, High-fat diet","Age, Family history, High-fat diet","Surgery, Radiation, Chemotherapy","Surgery, Radiation, Chemotherapy","Age, Family History, Race","Age, Family History, Race","High-fat diet, Age over 50","High-fat diet, Age over 50",Irregular sleep,irregular sleep,High stress,high stress,Low,low,Family history of prostate cancer,Family history of prostate cancer,"Low-fat, High-fiber diet","Low-fat, High-fiber diet",None,,All seasons,all seasons,Adults (elderly),adults (elderly),Male,male,Requires cancer treatment,Requires cancer treatment,Avoids high-fat foods,Avoids high-fat foods,None specific,None specific,None specific,None specific,"Ashwagandha (5g), Turmeric (1/2 tsp), Warm water (200ml)","Ashwagandha (5g), Turmeric (1/ 2 tsp), Warm water (200ml)",Pitta,Pitta,Vata-Kapha,Vata-Kapha,"Avoid alcohol, increase fiber intake, and consume prostate-healthy foods.","Avoid alcohol, increase fiber intake, and consume prostate-healthy foods.",None specific,None specific,"Surgery, Radiation, Hormone Therapy","Surgery, Radiation, Hormone Therapy","Regular Screening, Healthy Lifestyle","Regular Screening, Healthy Lifestyle",Can Be Managed with Treatment,Can Be Managed with Treatment,"Spread to Other Organs, Incontinence","Spread to Other Organs, Incontinence","Regular Monitoring, Healthy Diet","Regular Monitoring, Healthy Diet",prostate cancer,"[""painful urination"", ""blood in urine"", ""pelvic pain""]",3,0,1,0,"[""allergies_food_env""]"
